timestamp,solar_generation_kw,energy_usage_kw,temperature_c,humidity_percent,cloud_cover_percent,precipitation_mm,wind_speed_kmh,daylight_hours
2023-01-01 00:00:00,0.0,1.566908386373904,13.033271102064235,79.61015363498691,42.43195271480895,0.0,8.488832096859596,0.0
2023-01-01 01:00:00,0.0,1.727401420312043,14.32736632757684,68.23276058185773,36.55282386587243,0.0,13.9196969928446,0.0
2023-01-01 02:00:00,0.0,1.3801859267600733,15.533271102064235,75.49102647326087,45.91735871457058,0.0,13.24551478712307,0.0
2023-01-01 03:00:00,0.0,1.2487145064120984,16.56880500799697,72.11612978746479,49.93460461192676,0.0,13.254448629811112,0.0
2023-01-01 04:00:00,0.0,1.1500277019772602,17.363398120986428,61.430504913666624,32.861092457718456,0.0,9.861982339877276,0.0
2023-01-01 05:00:00,0.0,0.9657193146900215,17.862900233509578,66.9864755943916,38.833228533589974,0.0,18.467104595843644,0.0
2023-01-01 06:00:00,0.0,1.0514129096702476,18.033271102064234,69.02888563619476,38.19343925147775,0.0,6.826432216304825,0.0
2023-01-01 07:00:00,0.0,0.6061890822778918,17.862900233509578,56.50933472881659,44.3777246620636,0.0,4.684556092737603,0.0
2023-01-01 08:00:00,2.720778583224518,0.9152162873033556,17.363398120986428,65.1148792845142,40.905717197008286,0.0,8.190927430183356,8.088606633977372
2023-01-01 09:00:00,2.601604511205789,0.6578172193691828,16.568805007996975,63.340481982449795,42.41570270937292,0.0,10.262026289838246,8.088606633977372
2023-01-01 10:00:00,3.014159011783145,0.6905452724517623,15.533271102064235,72.49718410630473,36.741469296096724,0.0,9.582307800092654,8.088606633977372
2023-01-01 11:00:00,2.5174404519464444,0.5803849136266965,14.32736632757684,77.51314253262815,43.2739549172003,0.0,10.99143354727392,8.088606633977372
2023-01-01 12:00:00,2.640703535975502,0.902653796827301,13.033271102064235,79.0183854470043,41.738511329781595,0.0,4.652251638604642,8.088606633977372
2023-01-01 13:00:00,2.7731447050346154,0.563380457056744,11.73917587655163,74.54388147271062,40.67317451669766,0.0,6.964984052843671,8.088606633977372
2023-01-01 14:00:00,2.3145805088008817,0.5,10.533271102064237,76.65214279613195,49.74507627305922,0.0,12.019881801822127,8.088606633977372
2023-01-01 15:00:00,2.9082050707195735,0.8571617547267489,9.4977371961315,78.55577356192929,36.07801222183043,0.0,12.665875189719117,8.088606633977372
2023-01-01 16:00:00,2.7716994699799202,0.7027499586467121,8.703144083142044,85.88888563902326,36.74666115832638,0.0,12.536748475623332,8.088606633977372
2023-01-01 17:00:00,0.0,0.7435421339248314,8.203641970618893,83.04007355654974,41.55550415289526,0.0,9.591906029924841,0.0
2023-01-01 18:00:00,0.0,1.0165258966603827,8.033271102064235,72.6858092124271,42.592213264814696,0.0,12.843747328108224,0.0
2023-01-01 19:00:00,0.0,1.2823196763074483,8.203641970618893,74.7247523710555,41.74161944718822,0.0,8.480302126031056,0.0
2023-01-01 20:00:00,0.0,1.057891621216466,8.703144083142043,84.07384948237132,48.994460675428684,0.0,10.898430490431005,0.0
2023-01-01 21:00:00,0.0,1.1638554913236787,9.497737196131496,83.66807649081532,39.93501847110136,0.0,7.509749592501802,0.0
2023-01-01 22:00:00,0.0,1.1345559062570543,10.533271102064234,82.92505791166994,44.43878235552024,0.0,11.107383284865756,0.0
2023-01-01 23:00:00,0.0,1.6104740510135316,11.739175876551627,81.23025656013054,39.35645762465259,0.0,10.08538062142033,0.0
2023-01-02 00:00:00,0.0,1.6109126970859982,12.864790845602037,73.49144723318125,14.77048737218289,0.0,11.396464056347131,0.0
2023-01-02 01:00:00,0.0,1.3481128089856989,14.158886071114642,60.3738590386359,3.790429664130455,0.0,10.612628157085975,0.0
2023-01-02 02:00:00,0.0,1.3421840467629098,15.364790845602037,63.732153396538195,3.4705952483441442,0.0,9.750731869277079,0.0
2023-01-02 03:00:00,0.0,1.3303613420934783,16.400324751534775,59.579561380580515,0.0,0.0,9.881152528132185,0.0
2023-01-02 04:00:00,0.0,1.3013622676905614,17.19491786452423,75.50176672748107,0.0,0.0,11.437420871267646,0.0
2023-01-02 05:00:00,0.0,1.264494476901534,17.69441997704738,56.638984200895244,0.0,0.0,14.382758175396681,0.0
2023-01-02 06:00:00,0.0,1.474138113635209,17.864790845602037,66.14376096896231,8.802080685341673,0.0,12.390542969683615,0.0
2023-01-02 07:00:00,0.0,1.0506228622414149,17.69441997704738,70.02454640577804,2.6018553771245676,0.0,10.984582456657918,0.0
2023-01-02 08:00:00,3.6211782416520015,0.7021480098168442,17.194917864524232,70.48339886131755,19.158022238757184,0.0,8.908851323333076,8.103598179310318
2023-01-02 09:00:00,4.003856931133585,0.5251767318629956,16.400324751534775,72.50469482394212,11.707176681228393,0.0,7.866958815733971,8.103598179310318
